pl_name,hostname,discovery_year,discovery_method,orbital_period_days,radius_earth,mass_earth,semi_major_axis_au,stellar_temp_k,stellar_radius_solar,stellar_mass_solar,distance_pc,hz_inner_au,hz_outer_au,potentially_habitable,consortium
PYC-2021-1499,PYC Star 310,2021,Transit,333.713,2.282,7.727,0.8352,4139.0,0.466,0.698,105.9,0.179,0.423,0,HAT-P
PYC-2006-1500,PYC Star 213,2006,Transit,0.458,3.61,29.151,0.0109,4546.0,0.725,0.827,144.4,0.337,0.795,0,K2
PYC-2009-1501,PYC Star 122,2009,Imaging,527.313,1.644,3.081,1.2896,5101.0,0.789,1.029,55.3,0.461,1.088,0,SPITZER
PYC-2016-1502,PYC Star 231,2016,Transit,20.124,2.544,5.178,0.1496,5373.0,0.92,1.104,38.3,0.597,1.408,0,KMT
PYC-2012-1503,PYC Star 395,2012,Transit,195.003,4.553,27.763,0.5824,7020.0,0.467,0.693,321.8,0.517,1.219,0,Kepler
PYC-2012-1504,PYC Star 873,2012,Radial Velocity,4.533,12.465,792.066,0.0545,4135.0,0.593,1.051,97.6,0.228,0.537,0,K2
PYC-2002-1505,PYC Star 685,2002,Transit,383.734,1.042,1.751,1.0827,4517.0,0.74,1.15,38.3,0.339,0.8,0,HIRES
PYC-2010-1506,PYC Star 766,2010,Radial Velocity,2561.309,0.814,0.589,3.1579,4160.0,1.449,0.64,5.5,0.563,1.33,0,Kepler
PYC-2012-1507,PYC Star 043,2012,Transit,3.842,12.645,2920.054,0.0492,5771.0,1.013,1.078,437.7,0.758,1.788,0,K2
PYC-2011-1508,PYC Star 517,2011,Transit,437.395,1.7,2.507,1.0372,5821.0,1.425,0.778,23.4,1.085,2.56,0,Kepler
PYC-2018-1509,PYC Star 450,2018,Radial Velocity,88.365,3.639,35.901,0.3939,4397.0,0.852,1.044,28.7,0.37,0.873,0,Kepler
PYC-2005-1510,PYC Star 176,2005,Transit,4.574,0.646,0.613,0.0587,6659.0,0.9,1.288,69.4,0.897,2.117,0,TESS
PYC-2010-1511,PYC Star 447,2010,Transit,5.53,3.328,38.835,0.06,4162.0,1.127,0.94,5.3,0.438,1.035,0,HAT-P
PYC-1998-1512,PYC Star 526,1998,Transit,273.653,1.266,2.563,0.9177,5727.0,0.831,1.377,39.4,0.612,1.445,1,WASP
PYC-2007-1513,PYC Star 002,2007,Radial Velocity,5.057,3.642,49.181,0.0632,6109.0,0.679,1.319,494.9,0.57,1.344,0,Kepler
PYC-1997-1514,PYC Star 882,1997,Radial Velocity,0.613,0.63,0.31,0.0157,3575.0,0.46,1.374,90.9,0.132,0.312,0,TESS
PYC-2007-1515,PYC Star 664,2007,Transit,974.338,3.191,46.924,2.0161,5320.0,0.688,1.152,39.3,0.437,1.032,0,K2
PYC-2021-1516,PYC Star 833,2021,Transit,76.608,2.144,13.801,0.4014,2500.0,1.311,1.47,54.8,0.184,0.434,0,CoRoT
PYC-2019-1517,PYC Star 081,2019,Imaging,347.69,4.917,41.053,1.0122,5542.0,1.587,1.144,21.2,1.095,2.584,0,TESS
PYC-2020-1518,PYC Star 055,2020,Transit,87.014,3.892,40.216,0.3164,3809.0,0.636,0.558,104.5,0.207,0.489,0,Other
PYC-2009-1519,PYC Star 838,2009,Transit,40.12,8.196,109.474,0.2091,5311.0,0.412,0.758,33.4,0.261,0.617,0,OGLE
PYC-2012-1520,PYC Star 839,2012,Transit,385.291,2.749,29.655,1.011,5479.0,1.366,0.929,243.3,0.921,2.174,0,WASP
PYC-2021-1521,PYC Star 575,2021,Transit,0.533,1.768,4.924,0.0127,5808.0,0.929,0.97,151.2,0.704,1.661,0,TESS
PYC-2009-1522,PYC Star 181,2009,Radial Velocity,6.466,4.661,107.382,0.0708,5601.0,0.491,1.133,14.7,0.346,0.817,0,TESS
PYC-2013-1523,PYC Star 259,2013,Radial Velocity,108.029,2.692,12.434,0.404,4850.0,0.222,0.754,253.2,0.117,0.277,0,TESS
PYC-2005-1524,PYC Star 715,2005,Transit,1819.784,2.052,2.563,3.6875,4458.0,0.583,2.02,1.0,0.26,0.615,0,OGLE
PYC-2017-1525,PYC Star 832,2017,Transit,13.412,4.824,223.601,0.1092,4733.0,0.731,0.965,397.0,0.368,0.868,0,HIRES
PYC-2008-1526,PYC Star 604,2008,Transit,2406.423,12.283,725.546,3.5113,3796.0,0.536,0.997,134.4,0.173,0.409,0,Other
PYC-2017-1527,PYC Star 361,2017,Transit,337.927,1.017,0.634,0.878,4609.0,1.229,0.791,24.4,0.587,1.384,1,TESS
PYC-2006-1528,PYC Star 739,2006,Transit,30.274,5.528,151.175,0.1691,4538.0,0.624,0.704,590.1,0.289,0.682,0,WASP
PYC-2020-1529,PYC Star 234,2020,Transit,18.411,1.07,3.3,0.1345,4091.0,0.905,0.957,1.0,0.34,0.803,0,K2
PYC-2004-1530,PYC Star 117,2004,Transit,1.27,8.767,255.51,0.023,3233.0,2.619,1.01,90.9,0.615,1.451,0,Kepler
PYC-1997-1531,PYC Star 346,1997,Transit,96.822,7.565,183.387,0.4085,3651.0,0.949,0.97,43.7,0.284,0.67,0,WASP
PYC-2008-1532,PYC Star 421,2008,Transit,0.638,9.04,344.893,0.0176,2500.0,0.854,1.785,187.0,0.12,0.283,0,SPITZER
PYC-2018-1533,PYC Star 550,2018,Transit,18.397,4.405,27.106,0.1344,4523.0,0.863,0.957,62.7,0.397,0.936,0,KMT
PYC-2006-1534,PYC Star 619,2006,Transit,3.336,0.303,0.032,0.0433,5124.0,1.216,0.97,42.0,0.717,1.693,0,KMT
PYC-2013-1535,PYC Star 651,2013,Transit,2031.081,5.083,167.083,3.452,2500.0,1.15,1.33,179.4,0.161,0.381,0,TESS
PYC-2006-1536,PYC Star 184,2006,Radial Velocity,10.227,2.686,12.219,0.0904,5013.0,0.573,0.942,128.4,0.323,0.763,0,WASP
PYC-2017-1537,PYC Star 595,2017,Radial Velocity,31.474,1.743,2.79,0.2078,4690.0,0.748,1.208,97.8,0.37,0.872,0,CoRoT
PYC-2020-1538,PYC Star 041,2020,Radial Velocity,11.406,12.956,622.621,0.0854,3741.0,0.667,0.639,243.3,0.21,0.495,0,TESS
PYC-2011-1539,PYC Star 829,2011,Transit,1.361,1.573,5.551,0.0207,4412.0,0.793,0.641,108.5,0.347,0.818,0,Kepler
PYC-2002-1540,PYC Star 398,2002,Radial Velocity,9.297,1.555,1.174,0.0878,5746.0,2.047,1.044,120.2,1.519,3.584,0,TESS
PYC-2010-1541,PYC Star 860,2010,Transit,417.569,6.191,129.962,1.0642,3923.0,1.188,0.922,66.9,0.411,0.97,0,Kepler
PYC-2019-1542,PYC Star 781,2019,Transit,102.148,0.49,0.537,0.3891,4871.0,0.868,0.753,222.4,0.463,1.092,0,WASP
PYC-2002-1543,PYC Star 178,2002,Transit,19.818,8.717,769.058,0.1454,5112.0,1.576,1.044,5.5,0.925,2.183,0,Gaia
PYC-2014-1544,PYC Star 101,2014,Transit,605.092,1.721,5.464,1.4347,4060.0,0.98,1.076,82.2,0.363,0.856,0,WASP
PYC-2015-1545,PYC Star 821,2015,Transit,0.415,0.3,0.084,0.01,5707.0,0.431,0.78,174.7,0.315,0.744,0,Kepler
PYC-1994-1546,PYC Star 442,1994,Transit,638.541,1.29,3.728,1.366,5163.0,1.903,0.834,32.7,1.14,2.69,1,TESS
PYC-2006-1547,PYC Star 096,2006,Radial Velocity,0.68,13.959,889.778,0.0155,4573.0,0.839,1.079,138.4,0.394,0.93,0,TESS
PYC-2007-1548,PYC Star 548,2007,Transit,942.794,1.155,2.311,1.6704,6927.0,0.326,0.7,145.4,0.352,0.83,0,WASP
PYC-2020-1549,PYC Star 861,2020,Transit,1879.143,1.579,8.019,2.7774,5711.0,0.438,0.809,53.5,0.321,0.758,0,Kepler
PYC-2013-1550,PYC Star 541,2013,Transit,597.574,6.25,62.345,1.4777,3282.0,1.495,1.205,30.7,0.362,0.854,0,TESS
PYC-2011-1551,PYC Star 234,2011,Transit,0.476,6.371,164.521,0.0119,4450.0,0.441,0.992,162.4,0.196,0.463,0,KMT
PYC-2017-1552,PYC Star 304,2017,Transit,43.767,1.726,4.949,0.2299,7020.0,1.652,0.846,1.6,1.829,4.315,0,Kepler
PYC-2019-1553,PYC Star 239,2019,Transit,651.173,2.526,11.718,1.3233,3916.0,0.933,0.729,314.3,0.322,0.759,0,WASP
PYC-2022-1554,PYC Star 484,2022,Transit,51.764,9.107,314.484,0.2415,4860.0,1.241,0.701,2.1,0.658,1.554,0,KMT
PYC-2013-1555,PYC Star 379,2013,Radial Velocity,9.927,1.476,3.092,0.089,5908.0,0.802,0.955,35.3,0.629,1.484,0,OGLE
PYC-2005-1556,PYC Star 309,2005,Microlensing,26.671,5.682,107.199,0.2213,5387.0,1.139,2.032,87.5,0.743,1.752,0,SPITZER
PYC-2019-1557,PYC Star 164,2019,Transit,0.822,3.686,51.983,0.0183,5517.0,1.038,1.219,36.3,0.71,1.675,0,HAT-P
PYC-2009-1558,PYC Star 027,2009,Transit,33.52,11.537,732.764,0.1742,5464.0,0.885,0.627,17.0,0.593,1.4,0,TESS
PYC-2018-1559,PYC Star 745,2018,Radial Velocity,0.513,1.074,1.103,0.0136,4823.0,0.557,1.281,24.0,0.291,0.687,0,TESS
PYC-2006-1560,PYC Star 723,2006,Astrometry,125.328,3.482,16.844,0.4486,4087.0,1.058,0.767,1.0,0.397,0.937,0,Kepler
PYC-2007-1561,PYC Star 113,2007,Transit,13.034,2.039,5.032,0.1083,5191.0,0.397,0.998,102.2,0.241,0.568,0,Kepler
PYC-2005-1562,PYC Star 205,2005,Radial Velocity,2.206,0.639,0.356,0.031,4438.0,1.369,0.814,116.6,0.605,1.429,0,CoRoT
PYC-2014-1563,PYC Star 395,2014,Radial Velocity,0.467,5.31,53.933,0.0149,4367.0,0.983,2.03,33.4,0.421,0.994,0,Kepler
PYC-2011-1564,PYC Star 536,2011,Radial Velocity,1497.365,5.49,134.377,2.244,6134.0,1.109,0.672,9.8,0.938,2.213,0,K2
PYC-2013-1565,PYC Star 816,2013,Transit,57.257,6.568,165.451,0.3016,4457.0,0.277,1.116,50.9,0.124,0.292,0,OGLE
PYC-2017-1566,PYC Star 627,2017,Transit,128.542,4.98,115.08,0.4602,6336.0,0.542,0.787,102.6,0.489,1.154,0,Kepler
PYC-2009-1567,PYC Star 572,2009,Transit,418.908,8.918,214.785,1.1943,5031.0,0.717,1.295,26.0,0.408,0.962,0,Kepler
PYC-2008-1568,PYC Star 669,2008,Transit,107.186,1.163,0.978,0.457,4657.0,1.219,1.108,35.1,0.594,1.401,0,WASP
PYC-2011-1569,PYC Star 546,2011,Transit,15.954,1.495,5.024,0.1436,3164.0,0.589,1.551,176.5,0.132,0.313,1,Kepler
PYC-2018-1570,PYC Star 836,2018,Transit,108.144,11.439,602.601,0.4831,6708.0,2.833,1.286,8.2,2.863,6.758,0,TESS
PYC-2022-1571,PYC Star 895,2022,Transit,3.807,4.839,54.503,0.044,4795.0,0.799,0.784,172.4,0.413,0.974,0,Kepler
PYC-2004-1572,PYC Star 406,2004,Transit,59.887,13.176,1156.481,0.421,2756.0,0.57,2.775,156.5,0.097,0.229,0,HAT-P
PYC-2024-1573,PYC Star 021,2024,Radial Velocity,2.505,1.732,5.803,0.0385,5689.0,0.827,1.215,161.3,0.602,1.42,0,CoRoT
PYC-2017-1574,PYC Star 894,2017,Transit,1435.918,0.347,0.034,2.3359,4755.0,0.587,0.825,11.0,0.298,0.703,0,TESS
PYC-2005-1575,PYC Star 288,2005,Transit,37.728,1.253,3.592,0.2255,3962.0,0.528,1.075,81.3,0.186,0.44,1,Kepler
PYC-2010-1576,PYC Star 242,2010,Radial Velocity,3.223,1.633,2.914,0.046,5638.0,1.418,1.247,115.0,1.013,2.391,0,WASP
PYC-2002-1577,PYC Star 113,2002,Radial Velocity,120.414,0.3,0.102,0.5114,2506.0,1.134,1.231,142.2,0.16,0.378,0,K2
PYC-2009-1578,PYC Star 686,2009,Pulsar Timing,0.895,1.723,2.113,0.0193,4157.0,1.135,1.19,159.3,0.441,1.04,0,TESS
PYC-2019-1579,PYC Star 166,2019,Radial Velocity,19.227,3.207,24.258,0.1572,4531.0,1.599,1.403,280.3,0.737,1.74,0,Kepler
PYC-2021-1580,PYC Star 868,2021,Radial Velocity,907.248,8.706,253.041,2.0296,5567.0,1.12,1.355,100.7,0.78,1.841,0,Kepler
PYC-2000-1581,PYC Star 195,2000,Transit,378.058,1.435,0.953,0.9269,6816.0,0.557,0.743,118.3,0.581,1.371,1,Kepler
PYC-1999-1582,PYC Star 066,1999,Transit,212.78,4.238,59.37,0.892,4580.0,1.238,2.091,7.3,0.583,1.377,0,Kepler
PYC-2009-1583,PYC Star 564,2009,Transit,26.649,1.218,0.638,0.2197,5214.0,0.542,1.992,76.4,0.331,0.781,0,Kepler
PYC-2009-1584,PYC Star 186,2009,Transit,21.565,5.18,62.218,0.1665,7274.0,0.726,1.324,71.7,0.863,2.036,0,Kepler
PYC-2017-1585,PYC Star 245,2017,Microlensing,0.442,0.415,0.176,0.0114,4804.0,0.882,1.014,46.0,0.457,1.079,0,KMT
PYC-1998-1586,PYC Star 095,1998,Transit,84.575,1.31,1.549,0.3795,5221.0,0.842,1.02,152.7,0.516,1.217,0,TESS
PYC-2014-1587,PYC Star 598,2014,Transit,68.866,6.186,72.672,0.3166,3686.0,0.402,0.893,71.3,0.123,0.29,0,CoRoT
PYC-2022-1588,PYC Star 198,2022,Transit,0.419,5.256,111.555,0.0107,6563.0,0.582,0.934,38.5,0.563,1.33,0,Kepler
PYC-2024-1589,PYC Star 664,2024,Transit,1.359,0.959,0.791,0.0186,4158.0,0.891,0.465,41.6,0.346,0.817,0,Kepler
PYC-2017-1590,PYC Star 234,2017,Transit,0.447,0.773,0.418,0.0137,5042.0,0.684,1.708,288.9,0.39,0.921,0,Other
PYC-2001-1591,PYC Star 362,2001,Transit,3.83,1.256,3.418,0.055,5016.0,1.494,1.51,280.9,0.845,1.993,0,Kepler
PYC-2007-1592,PYC Star 443,2007,Microlensing,0.414,0.54,0.113,0.0089,4877.0,1.614,0.556,109.4,0.862,2.035,0,OGLE
PYC-2005-1593,PYC Star 483,2005,Transit,16.573,1.416,1.962,0.1411,4409.0,0.544,1.365,248.5,0.237,0.56,0,WASP
PYC-2012-1594,PYC Star 745,2012,Radial Velocity,28.062,2.79,22.218,0.1806,5017.0,0.925,0.997,243.8,0.523,1.234,0,TESS
PYC-2023-1595,PYC Star 119,2023,Transit,19.76,1.219,0.904,0.1398,6382.0,1.835,0.933,82.3,1.679,3.961,0,HAT-P
PYC-2008-1596,PYC Star 205,2008,Transit,2.37,14.351,2474.01,0.0368,6853.0,0.847,1.188,15.8,0.894,2.109,0,HAT-P
PYC-2009-1597,PYC Star 677,2009,Transit,42.745,1.558,2.842,0.1952,4642.0,0.749,0.543,170.9,0.363,0.856,0,KMT
PYC-1993-1598,PYC Star 770,1993,Radial Velocity,571.119,11.866,961.895,1.3454,4395.0,1.325,0.996,210.7,0.575,1.358,0,TESS
PYC-2001-1599,PYC Star 377,2001,Transit,5.377,2.092,10.541,0.0606,4072.0,0.796,1.028,52.5,0.296,0.699,0,Kepler
PYC-2005-1600,PYC Star 006,2005,Microlensing,6.506,1.991,5.551,0.0688,7218.0,1.594,1.029,377.0,1.866,4.404,0,TESS
PYC-2019-1601,PYC Star 751,2019,Transit,50.763,7.209,133.79,0.2287,4916.0,0.689,0.62,220.7,0.374,0.882,0,Kepler
PYC-2018-1602,PYC Star 550,2018,Transit,3.22,7.026,155.637,0.045,5804.0,0.727,1.169,83.4,0.55,1.298,0,K2
PYC-2020-1603,PYC Star 474,2020,Radial Velocity,8.147,1.283,2.732,0.0897,5427.0,1.284,1.449,38.5,0.85,2.005,0,TESS
PYC-2004-1604,PYC Star 350,2004,Transit,22.661,1.283,1.166,0.1643,6788.0,0.942,1.153,174.7,0.975,2.3,0,Kepler
PYC-2017-1605,PYC Star 627,2017,Transit,12.56,0.984,0.525,0.103,4577.0,0.945,0.923,157.0,0.445,1.05,0,KMT
PYC-2016-1606,PYC Star 260,2016,Imaging,592.598,4.8,124.005,1.8896,3804.0,0.381,2.563,382.1,0.124,0.292,0,Other
PYC-2015-1607,PYC Star 323,2015,Transit,779.762,10.288,296.835,1.4885,6474.0,0.768,0.724,5.1,0.723,1.706,0,Kepler
PYC-2000-1608,PYC Star 692,2000,Transit,14.563,2.759,16.699,0.1277,5613.0,1.328,1.311,35.4,0.94,2.218,0,Kepler
PYC-2016-1609,PYC Star 335,2016,Transit,21.74,0.3,0.04,0.1568,5211.0,0.633,1.089,19.4,0.386,0.911,0,TESS
PYC-2024-1610,PYC Star 851,2024,Transit,2042.13,8.194,219.174,3.9837,6182.0,1.234,2.022,108.4,1.059,2.499,0,Kepler
PYC-2006-1611,PYC Star 393,2006,Radial Velocity,35.609,0.527,0.386,0.2216,5262.0,1.015,1.145,147.4,0.632,1.491,0,Kepler
PYC-2000-1612,PYC Star 506,2000,Radial Velocity,2819.162,0.391,0.083,4.1893,6213.0,0.823,1.234,252.4,0.713,1.684,0,HIRES
PYC-2025-1613,PYC Star 572,2025,Transit,361.383,0.773,0.429,1.0533,5022.0,1.658,1.194,296.2,0.939,2.217,1,Kepler
PYC-2016-1614,PYC Star 629,2016,Radial Velocity,4.226,1.029,0.942,0.0452,5612.0,0.772,0.69,10.5,0.546,1.29,0,Kepler
PYC-2019-1615,PYC Star 456,2019,Transit,3.089,2.866,12.009,0.0375,5274.0,0.797,0.738,189.9,0.498,1.175,0,TESS
PYC-2022-1616,PYC Star 327,2022,Transit,1.654,4.019,26.622,0.0265,4507.0,0.818,0.908,133.4,0.374,0.881,0,Kepler
PYC-2021-1617,PYC Star 724,2021,Transit,532.015,2.577,9.127,1.4368,4615.0,0.933,1.398,69.3,0.447,1.054,0,OGLE
PYC-2006-1618,PYC Star 644,2006,Pulsar Timing,6.183,1.218,3.835,0.0677,4446.0,1.271,1.085,564.6,0.564,1.332,0,OGLE
PYC-2000-1619,PYC Star 050,2000,Transit,166.264,10.628,665.753,0.5776,5039.0,0.464,0.93,1.8,0.265,0.625,0,K2
PYC-2021-1620,PYC Star 563,2021,Transit,49.559,13.662,753.964,0.3099,4390.0,1.33,1.617,119.2,0.576,1.359,0,Kepler
PYC-2008-1621,PYC Star 810,2008,Transit,635.112,13.071,1304.875,1.1474,5192.0,0.928,0.5,15.3,0.562,1.326,0,HIRES
PYC-2002-1622,PYC Star 504,2002,Radial Velocity,324.731,4.242,19.361,0.7949,5162.0,1.155,0.635,73.1,0.691,1.631,0,WASP
PYC-2021-1623,PYC Star 833,2021,Transit,0.706,14.761,2179.88,0.0116,4985.0,2.641,0.417,126.2,1.474,3.478,0,TESS
PYC-2003-1624,PYC Star 351,2003,Transit,8.194,2.437,19.362,0.0916,5000.0,0.715,1.526,193.3,0.402,0.948,0,K2
PYC-2008-1625,PYC Star 220,2008,Radial Velocity,41.445,1.824,14.594,0.2318,4290.0,0.519,0.967,25.5,0.214,0.506,0,TESS
PYC-2021-1626,PYC Star 449,2021,Transit,520.248,3.214,34.506,1.417,4546.0,0.982,1.402,48.7,0.456,1.076,0,Kepler
PYC-1998-1627,PYC Star 091,1998,Transit,233.862,0.816,0.734,0.7335,3296.0,1.055,0.962,9.0,0.257,0.608,0,TESS
PYC-2022-1628,PYC Star 059,2022,Transit,53.831,1.916,10.336,0.3144,4692.0,1.332,1.431,8.8,0.659,1.555,0,WASP
PYC-2015-1629,PYC Star 515,2015,Transit,542.705,3.658,21.315,1.283,3913.0,0.706,0.957,19.7,0.243,0.573,0,TESS
PYC-2021-1630,PYC Star 027,2021,Transit,19.384,1.656,3.047,0.1481,4890.0,0.619,1.154,7.7,0.333,0.785,0,WASP
PYC-2013-1631,PYC Star 058,2013,Radial Velocity,0.657,7.596,188.622,0.0153,4157.0,0.451,1.097,156.7,0.175,0.414,0,HAT-P
PYC-2018-1632,PYC Star 410,2018,Transit,945.016,13.338,1669.081,1.9604,2954.0,0.486,1.125,21.5,0.095,0.225,0,HAT-P
PYC-2019-1633,PYC Star 207,2019,Transit,43.918,12.132,428.919,0.2965,6827.0,0.746,1.803,108.5,0.782,1.844,0,TESS
PYC-2003-1634,PYC Star 162,2003,Transit Timing Variations,542.84,2.619,7.554,1.0775,4592.0,0.854,0.566,207.0,0.404,0.955,0,Kepler
PYC-2023-1635,PYC Star 457,2023,Transit,13.225,3.166,22.534,0.1086,6102.0,2.279,0.976,1.1,1.907,4.5,0,WASP
PYC-2002-1636,PYC Star 295,2002,Transit,76.337,0.927,1.175,0.3604,4326.0,0.42,1.072,131.9,0.177,0.417,1,OGLE
PYC-2020-1637,PYC Star 552,2020,Microlensing,7.675,6.812,103.257,0.0766,6328.0,1.047,1.017,63.5,0.942,2.222,0,Kepler
PYC-2012-1638,PYC Star 383,2012,Transit,15.459,0.713,0.579,0.1159,3763.0,0.649,0.87,45.8,0.207,0.487,0,HIRES
PYC-2023-1639,PYC Star 175,2023,Radial Velocity,1.49,8.916,585.633,0.024,4958.0,0.995,0.829,68.9,0.55,1.297,0,Gaia
PYC-2009-1640,PYC Star 634,2009,Radial Velocity,299.102,0.564,0.412,1.0463,3817.0,0.702,1.708,90.8,0.23,0.542,0,WASP
PYC-2011-1641,PYC Star 839,2011,Transit,4.877,2.087,8.077,0.0558,7141.0,1.434,0.976,134.2,1.643,3.877,0,Kepler
PYC-2020-1642,PYC Star 654,2020,Transit,5.906,12.374,661.982,0.085,4576.0,1.43,2.347,17.8,0.673,1.587,0,WASP
PYC-2011-1643,PYC Star 164,2011,Transit,9.431,1.365,5.348,0.0929,5546.0,0.855,1.203,201.7,0.591,1.395,0,K2
PYC-2019-1644,PYC Star 502,2019,Transit,18.905,12.595,730.868,0.1343,5206.0,1.72,0.904,134.7,1.047,2.471,0,K2
PYC-2024-1645,PYC Star 139,2024,Transit,68.349,2.041,10.23,0.3489,4777.0,1.267,1.213,60.2,0.65,1.533,0,Kepler
PYC-2024-1646,PYC Star 024,2024,Transit,177.002,4.603,140.965,0.6249,5266.0,1.684,1.039,5.2,1.049,2.476,0,WASP
PYC-2018-1647,PYC Star 146,2018,Radial Velocity,166.111,4.934,96.336,0.6916,6023.0,0.883,1.6,97.4,0.719,1.698,0,TESS
PYC-2001-1648,PYC Star 728,2001,Radial Velocity,17.533,9.354,203.261,0.1153,5401.0,1.381,0.665,119.4,0.905,2.136,0,TESS
PYC-2009-1649,PYC Star 836,2009,Radial Velocity,29.472,1.573,1.746,0.1513,4946.0,0.637,0.532,94.2,0.35,0.826,0,K2
PYC-1995-1650,PYC Star 537,1995,Transit,1.399,1.032,0.936,0.0255,5267.0,0.609,1.135,12.7,0.379,0.895,0,TESS
PYC-2012-1651,PYC Star 791,2012,Transit,41.969,13.67,1279.593,0.2606,6524.0,2.4,1.34,17.6,2.295,5.415,0,TESS
PYC-2025-1652,PYC Star 369,2025,Transit,1001.633,4.905,78.039,2.0257,4425.0,0.552,1.105,375.4,0.243,0.573,0,TESS
PYC-2020-1653,PYC Star 030,2020,Transit,24.341,6.63,412.224,0.1778,3132.0,0.74,1.265,279.9,0.163,0.385,0,Kepler
PYC-2020-1654,PYC Star 813,2020,Microlensing,1725.521,2.814,18.311,2.9935,3813.0,0.383,1.202,179.9,0.125,0.295,0,K2
PYC-2005-1655,PYC Star 654,2005,Transit,1.606,2.109,5.91,0.0226,3880.0,0.615,0.596,305.1,0.208,0.491,0,Kepler
PYC-2015-1656,PYC Star 593,2015,Transit,286.833,1.969,3.305,0.8796,4007.0,0.575,1.103,105.2,0.208,0.49,0,HAT-P
PYC-2012-1657,PYC Star 067,2012,Radial Velocity,221.595,1.187,2.818,0.8357,4038.0,0.666,1.585,83.1,0.244,0.575,0,TESS
PYC-2003-1658,PYC Star 866,2003,Transit,174.995,1.054,1.142,0.6247,4779.0,1.03,1.062,163.4,0.528,1.247,1,OGLE
PYC-2023-1659,PYC Star 068,2023,Transit,148.14,1.044,0.527,0.4703,5023.0,1.148,0.632,60.8,0.651,1.536,0,TESS
PYC-2002-1660,PYC Star 014,2002,Transit,0.488,2.066,6.67,0.0117,5013.0,0.572,0.89,51.8,0.323,0.762,0,Kepler
PYC-2003-1661,PYC Star 069,2003,Transit,300.489,6.961,94.358,0.9369,4143.0,0.631,1.215,6.3,0.243,0.574,0,Kepler
PYC-2013-1662,PYC Star 847,2013,Radial Velocity,34.544,2.863,12.448,0.256,5695.0,1.466,1.875,151.5,1.068,2.52,0,Kepler
PYC-2010-1663,PYC Star 746,2010,Transit,42.985,0.651,0.329,0.1911,5281.0,1.939,0.504,14.3,1.215,2.867,0,TESS
PYC-2003-1664,PYC Star 102,2003,Microlensing,0.63,11.495,363.732,0.015,6223.0,1.584,1.135,68.1,1.378,3.252,0,HAT-P
PYC-2005-1665,PYC Star 385,2005,Radial Velocity,2.148,1.523,2.341,0.0292,5562.0,0.429,0.722,223.8,0.298,0.704,0,Kepler
PYC-2018-1666,PYC Star 476,2018,Radial Velocity,1356.025,8.101,158.692,2.544,4485.0,1.537,1.194,15.9,0.695,1.64,0,TESS
PYC-2023-1667,PYC Star 501,2023,Transit,6.68,5.612,61.927,0.0743,5975.0,2.073,1.228,105.0,1.662,3.923,0,Kepler
PYC-2013-1668,PYC Star 182,2013,Transit,13.439,1.161,0.891,0.1077,5046.0,0.42,0.922,159.5,0.24,0.566,0,K2
PYC-2017-1669,PYC Star 028,2017,Radial Velocity,2.164,2.249,6.459,0.0352,5518.0,1.465,1.247,131.6,1.002,2.365,0,TESS
PYC-2014-1670,PYC Star 028,2014,Transit,112.678,3.304,14.293,0.5215,5448.0,0.996,1.49,540.3,0.664,1.568,0,Kepler
PYC-2013-1671,PYC Star 810,2013,Transit,296.703,2.143,9.73,0.854,4688.0,0.777,0.944,60.3,0.384,0.905,1,Kepler
PYC-2021-1672,PYC Star 559,2021,Radial Velocity,1485.956,14.293,1114.032,2.1804,4893.0,0.944,0.626,52.1,0.508,1.198,0,HAT-P
PYC-1998-1673,PYC Star 883,1998,Transit,60.269,10.647,851.591,0.3553,4682.0,1.099,1.647,161.1,0.541,1.277,0,TESS
PYC-2010-1674,PYC Star 774,2010,Radial Velocity,4.679,1.365,5.764,0.0603,4032.0,1.515,1.336,32.9,0.553,1.306,0,K2
PYC-2001-1675,PYC Star 212,2001,Microlensing,0.753,0.74,0.641,0.0173,2870.0,1.48,1.218,102.7,0.274,0.646,0,WASP
PYC-2013-1676,PYC Star 081,2013,Radial Velocity,4.298,1.529,3.778,0.0477,4176.0,0.457,0.785,32.3,0.179,0.422,0,Kepler
PYC-2013-1677,PYC Star 591,2013,Transit,99.6,0.904,1.112,0.4717,4979.0,0.672,1.412,205.7,0.374,0.884,1,KMT
PYC-2011-1678,PYC Star 203,2011,Radial Velocity,2381.064,2.085,8.53,4.4287,5777.0,0.939,2.044,80.4,0.704,1.661,0,HAT-P
PYC-2022-1679,PYC Star 611,2022,Transit,0.811,3.506,26.761,0.0168,5516.0,1.826,0.958,157.4,1.248,2.946,0,K2
PYC-2019-1680,PYC Star 870,2019,Radial Velocity,12.794,1.997,5.951,0.1082,4548.0,0.264,1.034,10.7,0.123,0.289,0,TESS
PYC-1996-1681,PYC Star 869,1996,Radial Velocity,154.042,5.288,45.574,0.4967,4188.0,0.684,0.689,526.4,0.269,0.636,0,K2
PYC-2014-1682,PYC Star 226,2014,Radial Velocity,67.384,3.952,54.19,0.298,4638.0,0.453,0.777,88.2,0.219,0.516,0,HAT-P
PYC-2020-1683,PYC Star 435,2020,Transit,134.094,5.423,79.848,0.4523,3922.0,0.486,0.687,55.5,0.168,0.396,0,Kepler
